Portal,Domain,Topic,Detailed Skill / Tool,Type,Level,Learning Format,Official Source URL,Verified Date,Notes
Microsoft Learn,Azure,Networking,Load Balancer,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Networking,Application Gateway,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Networking,VPN Gateway,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Networking,ExpressRoute,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Networking,DNS,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Security,Microsoft Defender for Cloud,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Security,Microsoft Sentinel,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Security,Key Vault,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Security,Entra ID,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Security,Zero Trust,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Data & AI,Azure Data Factory,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Data & AI,Synapse Analytics,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Data & AI,Microsoft Fabric,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Data & AI,Azure Machine Learning,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Data & AI,Azure AI Foundry,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,Data & AI,Azure OpenAI,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,DevOps,Azure DevOps,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,DevOps,Azure Pipelines,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,DevOps,Bicep,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,DevOps,ARM templates,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,DevOps,GitHub Actions,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Azure,DevOps,Infrastructure as code,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Productivity,Teams,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Productivity,SharePoint,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Productivity,OneDrive,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Productivity,Exchange Online,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Productivity,Microsoft 365 Apps,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Administration,Tenant administration,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Administration,Identity and access,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Administration,Endpoint management,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Administration,Intune,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Administration,Compliance,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Copilot,Microsoft 365 Copilot,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Copilot,Copilot adoption,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Copilot,Prompting,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Microsoft 365,Copilot,Copilot agents,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Low Code,Power Apps,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Low Code,Power Automate,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Low Code,Power Pages,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Low Code,Dataverse,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Low Code,Copilot Studio,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Analytics,Power BI,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Analytics,DAX,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Analytics,Power Query,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Analytics,Data modeling,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Power Platform,Analytics,Dashboards,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Dynamics 365,Business Applications,Dynamics 365 Sales,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Dynamics 365,Business Applications,Customer Service,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Dynamics 365,Business Applications,Field Service,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Dynamics 365,Business Applications,Finance,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Dynamics 365,Business Applications,Supply Chain Management,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Dynamics 365,Business Applications,Business Central,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,.NET,C#,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,.NET,.NET,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,.NET,ASP.NET Core,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,.NET,Blazor,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,.NET,Entity Framework Core,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,.NET,MAUI,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,GitHub,GitHub Foundations,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,GitHub,GitHub Actions,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,GitHub,GitHub Advanced Security,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,GitHub,GitHub Copilot,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,Developer Tools,Visual Studio,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,Developer Tools,Visual Studio Code,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,Developer Tools,Windows development,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Developer Platform,Developer Tools,PowerShell,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Security,Security operations,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Security,Identity protection,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Security,Information protection,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Security,Threat hunting,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Security,Cloud security,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Compliance,Microsoft Purview,Tool / Platform,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Compliance,Data governance,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Compliance,eDiscovery,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
Microsoft Learn,Security & Compliance,Compliance,Insider risk management,Skill / Topic,Varies,"Modules, learning paths, instructor-led courses, sandboxes, certifications",https://learn.microsoft.com/training/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Cloud Foundations,AWS Fundamentals,Global infrastructure,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Cloud Foundations,AWS Fundamentals,Shared responsibility model,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Cloud Foundations,AWS Fundamentals,IAM,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Cloud Foundations,AWS Fundamentals,Pricing,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Cloud Foundations,AWS Fundamentals,Well-Architected Framework,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,EC2,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,S3,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,VPC,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,Elastic Load Balancing,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,Auto Scaling,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,Route 53,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,CloudFront,Tool / Platform,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,RDS,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Solutions Architecture,DynamoDB,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Serverless,Lambda,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Serverless,API Gateway,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Serverless,EventBridge,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Serverless,Step Functions,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Serverless,SQS,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Architecture,Serverless,SNS,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Development,Developer,AWS SDKs,Tool / Platform,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Development,Developer,Cloud9,Tool / Platform,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Development,Developer,CodeBuild,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Development,Developer,CodeDeploy,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Development,Developer,CodePipeline,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Development,Developer,X-Ray,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Development,Developer,Application integration,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,Cloud Operations,CloudWatch,Tool / Platform,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,Cloud Operations,CloudTrail,Tool / Platform,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,Cloud Operations,Systems Manager,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,Cloud Operations,Config,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,Cloud Operations,Organizations,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,Cloud Operations,Control Tower,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,DevOps,CI/CD,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,DevOps,Infrastructure as code,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,DevOps,CloudFormation,Tool / Platform,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,DevOps,CDK,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,DevOps,Containers,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,DevOps,ECS,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Operations & DevOps,DevOps,EKS,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,IAM,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,KMS,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,Secrets Manager,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,WAF,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,Shield,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,GuardDuty,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,Security Hub,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,Inspector,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Security,Cloud Security,Macie,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Data & Analytics,Data Engineering,Glue,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Data & Analytics,Data Engineering,Athena,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Data & Analytics,Data Engineering,Redshift,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Data & Analytics,Data Engineering,EMR,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
AWS Skill Builder,Data & Analytics,Data Engineering,Kinesis,Skill / Topic,Varies,"Digital courses, learning plans, labs, Cloud Quest, exam preparation",https://skillbuilder.aws/,46225,Catalog-level coverage; verify individual offerings on portal.
